Wavenumber	Reflectance
5981.68945	0.496588
5979.760782	0.497311
5977.83157	0.498034
5975.902889	0.498740
5973.973667	0.499449
5972.044977	0.500180
5970.115393	0.500918
5968.1867	0.501641
5966.257473	0.502349
5964.328425	0.503059
5962.399203	0.503798
5960.470872	0.504538
5958.541304	0.505275
5956.612984	0.506017
5954.684494	0.506737
5952.755834	0.507444
5950.826653	0.508160
5948.89766	0.508888
5946.968857	0.509618
5945.040243	0.510346
5943.110761	0.511076
5941.182178	0.511793
5939.252376	0.512512
5937.323828	0.513237
5935.394419	0.513974
5933.465559	0.514703
5931.536544	0.515425
5929.607729	0.516152
5927.678762	0.516884
5925.749997	0.517612
5923.819679	0.518312
5921.890969	0.519005
5919.962112	0.519711
5918.033111	0.520433
5916.104316	0.521146
5914.17503	0.521849
5912.245952	0.522537
5910.317434	0.523230
5908.389127	0.523942
5906.460333	0.524685
5904.531054	0.525417
5902.602339	0.526130
5900.673491	0.526841
5898.744511	0.527511
5896.815401	0.528178
5894.886858	0.528884
5892.957144	0.529615
5891.028347	0.530350
5889.099077	0.531052
5887.170378	0.531728
5885.24121	0.532416
5883.312267	0.533126
5881.383205	0.533823
5879.45437	0.534533
5877.525418	0.535262
5875.596696	0.535973
5873.667514	0.536675
5871.73891	0.537375
5869.809504	0.538063
5867.880676	0.538759
5865.951396	0.539444
5864.02304	0.540117
5862.094233	0.540819
5860.165665	0.541536
5858.236649	0.542248
5856.307873	0.542936
5854.378311	0.543625
5852.449677	0.544341
5850.520603	0.545046
5848.592115	0.545724
5846.662506	0.546386
5844.733828	0.547047
5842.804715	0.547710
5840.875851	0.548401
5838.946556	0.549106
5837.018194	0.549791
5835.089063	0.550469
5833.160186	0.551133
5831.231563	0.551805
5829.302856	0.552489
5827.373727	0.553144
5825.444856	0.553787
5823.515566	0.554464
5821.586875	0.555130
5819.657429	0.555763
5817.728924	0.556413
5815.799328	0.557065
5813.870675	0.557711
5811.941273	0.558370
5810.012813	0.559038
5808.083609	0.559702
5806.154675	0.560376
5804.225674	0.561041
5802.296944	0.561691
5800.36714	0.562330
5798.43862	0.562991
5796.509365	0.563661
5794.580723	0.564301
5792.65135	0.564922
5790.722591	0.565567
5788.793775	0.566231
5786.864905	0.566861
5784.93598	0.567487
5783.007338	0.568119
5781.077977	0.568733
5779.149234	0.569366
5777.220109	0.570012
5775.291605	0.570651
5773.362054	0.571308
5771.433792	0.571983
5769.504488	0.572669
5767.575808	0.573345
5765.646422	0.574020
5763.717662	0.574715
5761.788533	0.575400
5759.859699	0.576077
5757.930498	0.576713
5756.001927	0.577337
5754.071999	0.578028
5752.143364	0.578728
5750.214368	0.579374
5748.285674	0.580011
5746.356293	0.580659
5744.427876	0.581319
5742.498445	0.581975
5740.56998	0.582621
5738.641163	0.583252
5736.712326	0.583888
5734.78314	0.584548
5732.854594	0.585198
5730.925374	0.585825
5728.996468	0.586420
5727.067547	0.587013
5725.138942	0.587631
5723.209342	0.588289
5721.280716	0.588950
5719.351753	0.589575
5717.422782	0.590194
5715.493806	0.590804
5713.564826	0.591415
5711.635842	0.592051
5709.707182	0.592667
5707.777543	0.593247
5705.848558	0.593829
5703.919574	0.594458
5701.990593	0.595096
5700.061618	0.595665
5698.132648	0.596230
5696.203361	0.596835
5694.274731	0.597441
5692.346111	0.598020
5690.417502	0.598587
5688.488581	0.599159
5686.559674	0.599730
5684.630459	0.600321
5682.701584	0.600935
5680.772403	0.601536
5678.843887	0.602108
5676.914102	0.602673
5674.985306	0.603256
5673.056211	0.603848
5671.127462	0.604434
5669.198417	0.604993
5667.269721	0.605561
5665.34009	0.606161
5663.411772	0.606765
5661.482523	0.607343
5659.553626	0.607919
5657.624444	0.608517
5655.695936	0.609109
5653.766505	0.609682
5651.837752	0.610268
5649.908717	0.610860
5647.980042	0.611438
5646.05109	0.612030
5644.122499	0.612620
5642.193315	0.613193
5640.264495	0.613758
5638.335721	0.614303
5636.406996	0.614847
5634.477684	0.615393
5632.548742	0.615940
5630.619217	0.616497
5628.69038	0.617051
5626.761282	0.617597
5624.832556	0.618160
5622.903255	0.618735
5620.974644	0.619294
5619.045147	0.619828
5617.116658	0.620361
5615.188546	0.620906
5613.259867	0.621447
5611.330623	0.622003
5609.401761	0.622553
5607.472653	0.623066
5605.543928	0.623596
5603.614959	0.624144
5601.686063	0.624688
5599.756299	0.625232
5597.827864	0.625767
5595.898251	0.626298
5593.969656	0.626806
5592.040513	0.627309
5590.111763	0.627809
5588.182469	0.628317
5586.253883	0.628856
5584.324132	0.629367
5582.395403	0.629855
5580.466448	0.630373
5578.537581	0.630900
5576.608181	0.631389
5574.679804	0.631879
5572.750587	0.632379
5570.821774	0.632886
5568.893054	0.633389
5566.964431	0.633895
5565.034974	0.634407
5563.106236	0.634939
5561.176979	0.635477
5559.248441	0.635993
5557.319387	0.636470
5555.390437	0.636933
5553.460667	0.637415
5551.532237	0.637930
5549.60299	0.638422
5547.674468	0.638884
5545.745132	0.639370
5543.816217	0.639853
5541.887414	0.640326
5539.958418	0.640818
5538.029231	0.641283
5536.100468	0.641734
5534.171517	0.642211
5532.242685	0.642696
5530.313668	0.643192
5528.384773	0.643681
5526.455696	0.644142
5524.527049	0.644555
5522.598223	0.644959
5520.669525	0.645449
5518.740041	0.645955
5516.811296	0.646399
5514.882379	0.646848
5512.953898	0.647331
5511.024336	0.647786
5509.09582	0.648188
5507.166531	0.648614
5505.237986	0.649107
5503.308672	0.649594
5501.379801	0.650057
5499.45077	0.650493
5497.522184	0.650962
5495.592837	0.651374
5493.663938	0.651690
5491.734582	0.652113
5489.805678	0.652582
5487.876321	0.653005
5485.947717	0.653480
5484.018364	0.653981
5482.090067	0.654436
5480.160722	0.654850
5478.232135	0.655231
5476.303405	0.655471
5474.374535	0.655910
5472.445226	0.656524
5470.516678	0.656930
5468.587395	0.657285
5466.658576	0.657733
5464.729624	0.658168
5462.800839	0.658536
5460.87103	0.658935
5458.942583	0.659432
5457.013116	0.659874
5455.084417	0.660291
5453.155297	0.660724
5451.226649	0.661022
5449.297286	0.661325
5447.368695	0.661682
5445.439096	0.662029
5443.509975	0.662440
5441.581036	0.662790
5439.65228	0.663313
5437.723117	0.663823
5435.794435	0.664041
5433.865053	0.664450
5431.936451	0.664917
5430.008333	0.665090
5428.07952	0.665445
5426.150311	0.666083
5424.22159	0.666571
5422.292476	0.666937
5420.363852	0.667300
5418.434544	0.667696
5416.505729	0.667947
5414.576234	0.668043
5412.647235	0.668410
5410.718146	0.668927
5408.789553	0.669429
5406.860289	0.669953
5404.931817	0.670313
5403.002384	0.670680
5401.073744	0.671088
5399.145315	0.671431
5397.216806	0.671686
5395.287346	0.671902
5393.358683	0.672231
5391.429654	0.672795
5389.501133	0.673251
5387.57167	0.673470
5385.643007	0.673713
5383.713116	0.674197
5381.784607	0.674642
5379.855454	0.674895
5377.926816	0.675001
5375.997537	0.675288
5374.068775	0.675814
5372.139665	0.676263
